Combined Football & Basketball Recruiting Rankings (2021-2026),,,,,,,,,,
Rank,Team,Sport,Year,5-Star,4-Star,3-Star,Total Commits,Avg Rating,Avg NIL,Score
1,USC,Football,2026,2,20,13,35,91.22,$210K,93.862
2,Notre Dame,Football,2026,3,18,9,30,91.1,$96K,92.958
3,Ohio State,Football,2026,2,16,10,28,91.44,$156K,92.772
4,Oregon,Football,2026,4,12,7,23,92.06,$212K,92.753
5,Georgia,Football,2026,1,20,11,32,90.52,$169K,92.67
6,Alabama,Football,2026,3,11,13,27,91.24,$217K,92.62
7,Texas A&M,Football,2026,1,18,8,27,91.01,$85K,92.039
8,Miami,Football,2026,1,19,11,32,90.07,$155K,91.987
9,Tennessee,Football,2026,2,12,17,31,89.87,$164K,91.95
10,Texas,Football,2026,3,12,9,24,90.33,$234K,91.632
11,Michigan,Football,2026,2,10,13,26,89.42,$75K,90.885
12,LSU,Football,2026,2,10,6,18,91.17,$211K,90.836
13,Florida,Football,2026,0,13,7,20,90.09,$128K,90.056
14,Washington,Football,2026,0,10,15,25,89.08,$63K,90.055
15,Florida State,Football,2026,0,11,23,34,88.28,$60K,89.854
16,Oklahoma,Football,2026,0,9,16,25,88.89,$67K,89.757
17,North Carolina,Football,2026,0,10,30,40,87.88,$34K,89.635
18,South Carolina,Football,2026,0,9,9,18,89.92,$86K,89.585
19,Texas Tech,Football,2026,2,6,13,22,88.85,$107K,89.276
20,West Virginia,Football,2026,0,4,45,49,86.94,$21K,89.082
21,Clemson,Football,2026,0,9,14,23,88.25,$45K,89.01
22,Illinois,Football,2026,0,5,28,33,87.37,$22K,88.777
23,Iowa,Football,2026,0,7,11,18,88.94,$47K,88.607
24,SMU,Football,2026,0,4,19,23,88.08,$23K,88.53
25,BYU,Football,2026,0,7,15,22,88.15,$57K,88.502
26,Ole Miss,Football,2026,0,6,16,23,87.71,$52K,88.336
27,Missouri,Football,2026,0,4,19,23,87.94,$25K,88.268
28,Mississippi State,Football,2026,0,3,26,29,87.21,$24K,88.245
29,Virginia Tech,Football,2026,0,7,16,23,87.59,$29K,88.228
30,Indiana,Football,2026,0,7,15,22,87.95,$27K,88.129
31,Vanderbilt,Football,2026,1,1,20,22,87.76,$98K,88.045
32,Minnesota,Football,2026,0,5,26,31,87.1,$20K,87.995
33,Syracuse,Football,2026,0,2,25,28,86.69,$23K,87.867
34,Arizona State,Football,2026,0,5,16,21,87.72,$44K,87.716
35,Utah,Football,2026,1,0,18,19,87.77,$63K,87.622
36,Houston,Football,2026,1,2,15,18,87.93,$76K,87.596
37,Rutgers,Football,2026,0,2,21,23,87.16,$17.1K,87.451
38,Georgia Tech,Football,2026,0,1,23,24,86.93,$18.3K,87.415
39,Stanford,Football,2026,0,3,21,24,86.82,$23K,87.412
40,Maryland,Football,2026,1,0,16,17,87.99,$58K,87.391
41,Wake Forest,Football,2026,0,2,28,30,86.39,$16.8K,87.186
42,Auburn,Football,2026,0,5,16,21,87.16,$65K,87.159
43,TCU,Football,2026,0,2,20,22,86.81,$18.3K,87.15
44,Pittsburgh,Football,2026,0,1,20,21,87.09,$19.7K,87.088
45,Arizona,Football,2026,0,4,16,20,87.07,$29K,87.038
46,Arkansas,Football,2026,0,2,21,23,86.49,$22K,87.034
47,Kansas State,Football,2026,0,0,21,21,87.03,$13.1K,87.034
48,NC State,Football,2026,0,1,26,27,86.52,$14.7K,87.028
49,Louisville,Football,2026,0,3,17,20,86.97,$27K,86.935
50,Purdue,Football,2026,0,0,25,25,86.1,$14.1K,86.589
51,Boise State,Football,2026,0,0,34,34,85.24,$12.3K,86.546
52,California,Football,2026,0,2,16,18,86.76,$15K,86.422
53,Kentucky,Football,2026,0,3,13,16,87.37,$35K,86.419
54,Northwestern,Football,2026,0,1,21,22,86.12,$14.7K,86.355
55,Boston College,Football,2026,0,0,24,24,85.96,$11.7K,86.32
56,Iowa State,Football,2026,0,0,27,27,85.59,$10.3K,86.277
57,Michigan State,Football,2026,0,3,17,21,86.19,$27K,86.189
58,Kansas,Football,2026,0,1,17,18,86.43,$15.6K,86.094
59,Baylor,Football,2026,0,2,13,15,87.47,$20K,86.074
60,Cincinnati,Football,2026,0,1,24,25,85.57,$11.8K,85.992
61,Troy,Football,2026,0,0,35,36,84.68,$15.8K,85.89
62,Appalachian State,Football,2026,0,0,29,29,84.99,$12.6K,85.883
63,UCF,Football,2026,0,2,14,16,86.81,$26K,85.856
64,Penn State,Football,2026,0,2,13,15,87.22,$35K,85.827
65,Wisconsin,Football,2026,0,0,15,15,87.17,$13.2K,85.777
66,Colorado,Football,2026,0,2,16,18,86.05,$18K,85.717
67,UCLA,Football,2026,0,0,19,20,85.69,$15.3K,85.656
68,Temple,Football,2026,0,0,33,33,84.72,$11.7K,85.583
69,UNLV,Football,2026,0,0,23,28,84.41,$12.4K,85.578
70,Oklahoma State,Football,2026,0,0,22,23,85.18,$10.9K,85.551
71,Duke,Football,2026,0,2,13,15,86.87,$18.5K,85.475
72,Texas State,Football,2026,0,0,21,22,84.86,$10.3K,85.093
73,Tulane,Football,2026,0,0,18,19,85.21,$11.9K,85.064
74,Colorado State,Football,2026,0,0,28,28,84.44,$13.2K,85.044
75,Memphis,Football,2026,0,0,21,21,84.89,$12.1K,84.886
76,Fresno State,Football,2026,0,0,22,24,84.35,$19K,84.835
77,South Alabama,Football,2026,0,0,31,31,84.13,$10.8K,84.774
78,UTSA,Football,2026,0,0,19,20,84.77,$8.3K,84.73
79,San Diego State,Football,2026,0,0,23,24,84.16,$10.4K,84.568
80,Tulsa,Football,2026,0,0,21,21,84.52,$11K,84.521
81,Western Kentucky,Football,2026,0,0,22,24,84.01,$13.1K,84.516
82,Bowling Green,Football,2026,0,0,27,27,83.93,$10.2K,84.449
83,New Mexico,Football,2026,0,0,23,31,83.14,$9.9K,84.443
84,USF,Football,2026,0,0,17,18,84.72,$11.9K,84.386
85,Charlotte,Football,2026,0,0,27,28,83.81,$10.4K,84.372
86,Arkansas State,Football,2026,0,0,25,28,83.53,$9.3K,84.362
87,James Madison,Football,2026,0,0,19,21,84.19,$12.1K,84.194
88,Oregon State,Football,2026,0,0,16,16,84.96,$13.1K,84.006
89,Georgia State,Football,2026,0,0,20,22,83.77,$9.9K,83.946
90,Northern Illinois,Football,2026,0,0,25,32,82.82,$9.6K,83.937
91,East Carolina,Football,2026,0,0,17,18,84.26,$12.4K,83.923
92,Virginia,Football,2026,0,0,15,15,85.3,$15.9K,83.902
93,Southern Miss,Football,2026,0,0,19,21,83.81,$11.5K,83.812
94,Eastern Michigan,Football,2026,0,0,33,37,82.74,$11.1K,83.811
95,FIU,Football,2026,0,0,21,21,83.77,$11.3K,83.775
96,Utah State,Football,2026,0,0,20,20,83.81,$10.6K,83.771
97,Old Dominion,Football,2026,0,0,24,30,82.77,$12.7K,83.77
98,Nebraska,Football,2026,0,3,8,11,87.91,$40K,83.767
99,Miami (OH),Football,2026,0,0,18,18,84.09,$13.4K,83.751
100,Central Michigan,Football,2026,0,0,31,38,82.51,$9K,83.696
101,UTEP,Football,2026,0,0,24,29,82.67,$9.6K,83.563
102,Ohio,Football,2026,0,0,16,18,83.87,$11.6K,83.538
103,Connecticut,Football,2026,0,0,15,15,84.74,$13K,83.346
104,Rice,Football,2026,0,0,23,25,82.89,$9.7K,83.329
105,Delaware,Football,2026,0,0,20,20,83.33,$10.5K,83.292
106,Buffalo,Football,2026,0,0,18,23,83.01,$11.8K,83.292
107,Jacksonville State,Football,2026,0,0,18,30,82.29,$11.6K,83.27
108,Nevada,Football,2026,0,0,19,27,82.52,$10K,83.253
109,Liberty,Football,2026,0,0,16,19,83.34,$10.8K,83.189
110,Louisiana Tech,Football,2026,0,0,18,26,82.5,$8.9K,83.101
111,Western Michigan,Football,2026,0,0,19,23,82.83,$8.8K,83.095
112,Louisiana-Monroe,Football,2026,0,0,20,25,82.51,$18.1K,82.992
113,Middle Tennessee State,Football,2026,0,0,16,18,83.3,$11.2K,82.965
114,Marshall,Football,2026,0,0,18,20,82.98,$10K,82.948
115,Massachusetts,Football,2026,0,0,19,20,82.97,$10.4K,82.929
116,Coastal Carolina,Football,2026,0,0,15,17,83.53,$12.2K,82.926
117,Wyoming,Football,2026,0,0,18,22,82.7,$9.8K,82.828
118,Kent State,Football,2026,0,0,19,20,82.81,$8.1K,82.777
119,Georgia Southern,Football,2026,0,0,16,22,82.55,$9.3K,82.668
120,Kennesaw State,Football,2026,0,0,15,18,82.96,$12.3K,82.626
121,Toledo,Football,2026,0,0,15,16,83.51,$9.2K,82.557
122,Florida Atlantic,Football,2026,0,0,13,14,84.39,$12.4K,82.464
123,Louisiana,Football,2026,0,0,12,23,82.2,$10.6K,82.448
124,Sam Houston State,Football,2026,0,0,13,18,82.61,$9.6K,82.278
125,Ball State,Football,2026,0,0,12,24,81.96,$9.5K,82.234
126,Hawaii,Football,2026,0,0,15,19,82.32,$12.9K,82.175
127,Sacramento State,Football,2026,0,0,18,29,81.51,$11K,82.082
128,San Jose State,Football,2026,0,0,12,15,83.16,$10.9K,81.766
129,Washington State,Football,2026,0,0,13,13,84.24,$10K,81.679
130,Missouri State University,Football,2026,0,0,8,18,81.73,$12K,81.394
131,North Dakota State,Football,2026,0,0,5,29,80.49,$8.3K,80.671
132,Navy,Football,2026,0,0,3,36,80.35,$10.8K,80.603
133,Akron,Football,2026,0,0,8,14,82.5,$13.3K,80.578
134,Idaho,Football,2026,0,0,6,17,80.96,$8.3K,80.36
135,Army,Football,2026,0,0,2,23,80.25,$11.8K,80.278
136,Air Force,Football,2026,0,0,1,17,80.1,$13.6K,79.496
137,South Dakota State,Football,2026,0,0,5,14,80.94,$15.8K,79.009
138,UAB,Football,2026,0,0,8,12,82.09,$11.4K,78.8
139,New Mexico State,Football,2026,0,0,6,11,82.04,$9.6K,77.898
140,North Texas,Football,2026,0,0,5,10,82.18,$9.4K,77.069
141,Cal Poly,Football,2026,0,0,1,12,80,$6.9K,76.705
142,North Carolina Central,Football,2026,0,0,1,11,80.18,$9.4K,76.038
143,North Dakota,Football,2026,0,0,2,9,80.68,$8.7K,74.462
144,UC Davis,Football,2026,0,0,0,9,80,-,73.784
145,Harvard,Football,2026,0,0,3,8,81.17,$14.5K,73.702
146,Central Arkansas,Football,2026,0,0,2,8,80.64,$12.1K,73.174
147,Prairie View A&M,Football,2026,0,0,0,7,80,-,71.124
148,Idaho State,Football,2026,0,0,2,6,81.04,$11.2K,70.566
149,West Georgia,Football,2026,0,0,4,5,82.84,$12.5K,70.551
150,Tarleton State,Football,2026,0,0,1,6,80.96,$10K,70.488
151,Portland State,Football,2026,0,0,3,5,82.71,$21K,70.417
152,Florida A&M,Football,2026,0,0,2,6,80.67,$7.4K,70.193
153,South Carolina State,Football,2026,0,0,2,6,80.5,$14K,70.027
154,Montana State,Football,2026,0,0,1,6,80.44,$9.3K,69.971
155,Princeton,Football,2026,0,0,0,6,80,-,69.527
156,East Tennessee State,Football,2026,0,0,0,6,80,$16.6K,69.527
157,Samford,Football,2026,0,0,0,6,80,-,69.527
158,South Dakota,Football,2026,0,0,0,6,80,$10.3K,69.527
159,Richmond,Football,2026,0,0,1,5,80.98,$10K,68.691
160,Murray State,Football,2026,0,0,2,5,80.88,$9.8K,68.591
161,Eastern Washington,Football,2026,0,0,2,5,80.8,$7.5K,68.511
162,William & Mary,Football,2026,0,0,1,5,80.13,$12.3K,67.844
163,Northern Colorado,Football,2026,0,0,0,5,80,-,67.711
164,Norfolk State,Football,2026,0,0,0,5,80,$12.6K,67.711
165,Wofford,Football,2026,0,0,2,4,82,$11.4K,67.629
166,Southern University,Football,2026,0,0,1,4,81.15,$10K,66.779
167,Eastern Kentucky,Football,2026,0,0,2,4,80.92,$14.4K,66.546
168,UT Martin,Football,2026,0,0,1,4,80.73,$15.8K,66.362
169,Abilene Christian,Football,2026,0,0,1,4,80.58,$7.5K,66.212
170,McNeese State,Football,2026,0,0,1,4,80.58,$7.2K,66.212
171,Brown,Football,2026,0,0,1,4,80.5,$9.1K,66.129
172,Northern Arizona,Football,2026,0,0,0,4,80,-,65.629
173,Dartmouth,Football,2026,0,0,0,4,80,-,65.629
174,Southern Utah,Football,2026,0,0,0,4,80,-,65.629
175,Monmouth,Football,2026,0,0,0,4,80,-,65.629
176,Stephen F. Austin,Football,2026,0,0,3,3,81.67,$10.8K,64.872
177,Southeastern Louisiana,Football,2026,0,0,1,3,81.6,$13.8K,64.805
178,Utah Tech,Football,2026,0,0,1,3,81.38,$14.9K,64.583
179,Mercer,Football,2026,0,0,1,3,81,$23K,64.205
180,Austin Peay,Football,2026,0,0,1,3,80.78,$25K,63.983
181,Howard,Football,2026,0,0,1,3,80.44,$11.4K,63.649
182,Youngstown State,Football,2026,0,0,1,3,80.22,$17.9K,63.427
183,Albany,Football,2026,0,0,0,3,80,-,63.205
184,Western Illinois,Football,2026,0,0,0,3,80,-,63.205
185,Illinois State,Football,2026,0,0,0,3,80,$13.6K,63.205
186,Northern Iowa,Football,2026,0,0,0,3,80,$14.8K,63.205
187,Lafayette,Football,2026,0,0,0,3,80,$10.9K,63.205
188,Eastern Illinois,Football,2026,0,0,0,3,80,-,63.205
189,Virginia Military Institute,Football,2026,0,0,0,3,80,-,63.205
190,Valparaiso,Football,2026,0,0,0,3,80,$13.6K,63.205
191,Bryant University,Football,2026,0,0,0,3,80,$11.2K,63.205
192,East Texas A&M Commerce,Football,2026,0,0,0,3,80,-,63.205
193,Colgate,Football,2026,0,0,0,3,80,-,63.205
194,Virginia Union,Football,2026,0,0,0,3,80,-,63.205
-,Pennsylvania,Football,2026,0,0,1,2,84,-,64.295
-,North Carolina A&T,Football,2026,0,0,1,2,83.22,$10K,63.512
-,Pittsburg State,Football,2026,0,0,1,2,82.88,$20K,63.179
-,Jackson State,Football,2026,0,0,2,2,82.4,$22K,62.695
-,Nicholls State,Football,2026,0,0,1,2,82.1,$14.7K,62.395
-,Weber State,Football,2026,0,0,1,2,82.07,$14.9K,62.362
-,Indianapolis,Football,2026,0,0,1,2,81.67,$7.5K,61.962
-,Grand Valley State,Football,2026,0,0,1,2,81.62,$7.5K,61.912
-,Lindenwood University,Football,2026,0,0,1,2,81.33,$21K,61.629
-,Delaware State,Football,2026,0,0,1,2,81.28,-,61.579
-,Towson,Football,2026,0,0,1,2,80.67,$13.3K,60.962
-,Tennessee State,Football,2026,0,0,1,2,80.5,$7.5K,60.795
-,Maine,Football,2026,0,0,0,2,80,-,60.295
-,UNC Pembroke,Football,2026,0,0,0,2,80,-,60.295
-,Chattanooga,Football,2026,0,0,0,2,80,-,60.295
-,Furman,Football,2026,0,0,0,2,80,$10.7K,60.295
-,New Hampshire,Football,2026,0,0,0,2,80,-,60.295
-,Sacred Heart,Football,2026,0,0,0,2,80,-,60.295
-,Stetson,Football,2026,0,0,0,2,80,$8.5K,60.295
-,Southern Illinois,Football,2026,0,0,0,2,80,$9.6K,60.295
-,Lamar,Football,2026,0,0,0,2,80,-,60.295
-,Incarnate Word,Football,2026,0,0,0,2,80,$6.9K,60.295
-,West Virginia State,Football,2026,0,0,0,2,80,-,60.295
-,Alabama State,Football,2026,0,0,0,2,80,-,60.295
-,Ferris State,Football,2026,0,0,1,1,83.5,$21K,60.047
-,Southern Arkansas,Football,2026,0,0,1,1,82.9,$14.2K,59.447
-,Hampden-Sydney,Football,2026,0,0,1,1,82.33,$7.5K,58.88
-,Fordham,Football,2026,0,0,1,1,81,$21K,57.547
-,West Chester,Football,2026,0,0,1,1,81,$7.5K,57.547
-,Western New Mexico,Football,2026,0,0,1,1,80.67,$7.5K,57.213
-,Livingstone College,Football,2026,0,0,0,1,80,-,56.547
-,Emporia State,Football,2026,0,0,0,1,80,-,56.547
-,Elon,Football,2026,0,0,0,1,80,-,56.547
-,Davidson,Football,2026,0,0,0,1,80,$15.3K,56.547
-,Dayton,Football,2026,0,0,0,1,80,-,56.547
-,Drake,Football,2026,0,0,0,1,80,-,56.547
-,East Central University,Football,2026,0,0,0,1,80,-,56.547
-,Miles College,Football,2026,0,0,0,1,80,-,56.547
-,Savannah State,Football,2026,0,0,0,1,80,-,56.547
-,San Diego,Football,2026,0,0,0,1,80,-,56.547
-,Marist,Football,2026,0,0,0,1,80,-,56.547
-,Minnesota State Mankato,Football,2026,0,0,0,1,80,$9.8K,56.547
-,Minnesota State University Moorhead,Football,2026,0,0,0,1,80,-,56.547
-,Lehigh,Football,2026,0,0,0,1,80,-,56.547
-,Northern State,Football,2026,0,0,0,1,80,-,56.547
-,Rhode Island,Football,2026,0,0,0,1,80,-,56.547
-,Indiana State,Football,2026,0,0,0,1,80,-,56.547
-,Hampton,Football,2026,0,0,0,1,80,-,56.547
-,Houston Christian,Football,2026,0,0,0,1,80,-,56.547
-,Howard Payne,Football,2026,0,0,0,1,80,-,56.547
-,Presbyterian,Football,2026,0,0,0,1,80,-,56.547
-,Yale,Football,2026,0,0,0,1,80,-,56.547
-,William Penn,Football,2026,0,0,0,1,80,-,56.547
-,Wingate,Football,2026,0,0,0,1,80,-,56.547
-,Arkansas-Pine Bluff,Football,2026,0,0,0,1,80,-,56.547
-,Amherst College,Football,2026,0,0,0,1,80,-,56.547
-,Bethune-Cookman,Football,2026,0,0,0,1,80,$15.7K,56.547
-,Christopher Newport University,Football,2026,0,0,0,1,80,-,56.547
-,Westminster College Missouri,Football,2026,0,0,0,1,80,-,56.547
-,Edward Waters College,Football,2026,0,0,0,1,80,-,56.547
-,Trine University,Football,2026,0,0,0,1,80,$17.9K,56.547
-,Edinboro,Football,2026,0,0,0,1,80,-,56.547
-,Mars Hill University,Football,2026,0,0,0,1,80,-,56.547
-,Central Missouri State,Football,2026,0,0,0,1,80,-,56.547
-,Columbia,Football,2026,0,0,0,1,80,-,56.547
-,Chicago State,Football,2026,0,0,0,1,80,$15.4K,56.547
-,Texas-Permian Basin,Football,2026,0,0,0,1,80,-,56.547
-,Colby College,Football,2026,0,0,0,1,80,-,56.547
-,Charleston Southern,Football,2026,0,0,0,1,80,$11.6K,56.547
-,Mississippi Valley State,Football,2026,0,0,0,1,80,-,56.547
-,Wagner,Football,2026,0,0,0,1,80,-,56.547
-,Washington & Lee,Football,2026,0,0,0,1,80,-,56.547
-,Benedict College,Football,2026,0,0,0,1,80,-,56.547
-,Bucknell,Football,2026,0,0,0,1,80,-,56.547
-,Grand View,Football,2026,0,0,0,1,80,-,56.547
-,Fort Valley State,Football,2026,0,0,0,1,80,-,56.547
-,Shepherd,Football,2026,0,0,0,1,80,-,56.547
-,Missouri Western State,Football,2026,0,0,0,1,80,-,56.547
-,Southeast Missouri State,Football,2026,0,0,0,1,80,-,56.547
-,Morehead State,Football,2026,0,0,0,1,80,-,56.547
-,Montana,Football,2026,0,0,0,1,80,-,56.547
-,Montana Tech,Football,2026,0,0,0,1,80,-,56.547
-,Nebraska Kearney,Football,2026,0,0,0,1,80,-,56.547
-,Sioux Falls,Football,2026,0,0,0,1,80,-,56.547
1,Texas,Football,2025,5,13,7,25,92.79,$199K,94.143
2,Georgia,Football,2025,4,19,5,28,92.18,$158K,93.616
3,Alabama,Football,2025,3,14,4,21,92.72,$230K,93.343
4,Oregon,Football,2025,3,14,1,18,93.38,$254K,93.229
5,Ohio State,Football,2025,3,15,8,26,91.82,$198K,93
6,Michigan,Football,2025,2,14,8,24,91.59,$267K,92.588
7,Texas A&M,Football,2025,2,17,6,25,91.35,$123K,92.369
8,Auburn,Football,2025,1,15,10,26,90.89,$120K,92.348
9,LSU,Football,2025,2,13,8,23,91.75,$129K,92.286
10,Florida,Football,2025,1,15,11,27,90.29,$121K,92.191
11,Tennessee,Football,2025,2,14,9,25,91.13,$165K,91.919
12,Notre Dame,Football,2025,1,13,11,25,90.41,$86K,91.473
13,Penn State,Football,2025,0,16,12,28,89.98,$122K,90.912
14,Miami,Football,2025,0,12,9,21,90.6,$165K,90.854
15,USC,Football,2025,1,9,15,25,89.8,$94K,90.77
16,Oklahoma,Football,2025,1,10,7,18,90.35,$135K,90.193
17,South Carolina,Football,2025,0,12,14,26,88.7,$45K,90.03
18,Missouri,Football,2025,0,11,6,18,90.16,$88K,90.008
19,Ole Miss,Football,2025,0,9,14,23,89.47,$71K,89.994
20,Florida State,Football,2025,0,9,14,23,88.9,$115K,89.817
21,Nebraska,Football,2025,0,9,11,21,88.99,$49K,89.437
22,Mississippi State,Football,2025,0,5,23,29,87.88,$53K,89.063
23,Clemson,Football,2025,1,6,8,15,89.98,$65K,88.98
24,Georgia Tech,Football,2025,0,6,18,24,87.91,$46K,88.824
25,Washington,Football,2025,0,4,23,28,87.66,$47K,88.766
26,TCU,Football,2025,0,5,26,31,87.45,$32K,88.754
27,Wisconsin,Football,2025,0,4,19,23,88.16,$48K,88.663
28,Kentucky,Football,2025,0,6,16,22,88.06,$46K,88.403
29,Rutgers,Football,2025,0,2,27,30,87.11,$26K,88.165
30,Arkansas,Football,2025,0,3,20,23,87.37,$35K,87.994
31,SMU,Football,2025,0,5,18,25,86.84,$42K,87.863
32,Maryland,Football,2025,0,5,16,21,87.39,$154K,87.636
33,Iowa,Football,2025,0,4,12,16,88.21,$46K,87.58
34,Duke,Football,2025,0,3,25,28,86.33,$39K,87.509
35,Colorado,Football,2025,0,7,7,14,88.89,$123K,87.417
36,NC State,Football,2025,0,2,21,23,87,$25K,87.412
37,Kansas State,Football,2025,0,2,23,25,86.59,$30K,87.109
38,Virginia Tech,Football,2025,0,2,18,20,87.05,$26K,87.048
39,Baylor,Football,2025,0,3,18,22,86.39,$39K,87.043
40,UCLA,Football,2025,0,1,21,22,86.55,$27K,86.987
41,Oklahoma State,Football,2025,0,0,21,21,86.76,$21K,86.962
42,Utah,Football,2025,0,0,24,24,86.33,$20K,86.933
43,Texas Tech,Football,2025,0,2,16,18,86.99,$26K,86.838
44,North Carolina,Football,2025,0,2,28,30,85.49,$35K,86.754
45,Illinois,Football,2025,0,0,22,23,86.15,$22K,86.714
46,Arizona State,Football,2025,0,2,21,24,85.97,$25K,86.589
47,Michigan State,Football,2025,0,1,18,19,86.59,$25K,86.547
48,West Virginia,Football,2025,0,1,21,29,84.64,$23K,86.515
49,Arizona,Football,2025,0,1,27,28,85.81,$19.8K,86.504
50,Syracuse,Football,2025,0,1,34,35,85.37,$25K,86.478
51,Minnesota,Football,2025,0,2,20,22,85.8,$23K,86.401
52,Houston,Football,2025,0,1,18,19,86.43,$18.7K,86.393
53,Indiana,Football,2025,0,1,22,23,86.05,$23K,86.381
54,Pittsburgh,Football,2025,0,0,22,22,86.14,$131K,86.376
55,BYU,Football,2025,0,2,22,24,85.78,$20K,86.365
56,California,Football,2025,0,2,17,19,86.37,$19.7K,86.334
57,Stanford,Football,2025,0,1,16,17,86.57,$22K,86.214
58,Iowa State,Football,2025,0,1,19,21,85.77,$26K,86.062
59,Boston College,Football,2025,0,0,27,27,85.24,$35K,85.841
60,Virginia,Football,2025,0,0,19,20,85.83,$21K,85.835
61,Memphis,Football,2025,0,1,19,21,85.55,$31K,85.826
62,Wake Forest,Football,2025,0,0,22,24,84.76,$17K,85.411
63,Oregon State,Football,2025,0,0,20,20,85.34,$18.1K,85.341
64,Cincinnati,Football,2025,0,0,19,19,85.36,$17.2K,85.318
65,Northwestern,Football,2025,0,0,20,20,85.25,$14.5K,85.246
66,Boise State,Football,2025,0,0,27,27,84.58,$12.6K,85.218
67,USF,Football,2025,0,0,27,27,84.42,$15.5K,85.093
68,Louisville,Football,2025,0,0,15,15,86.07,$26K,85.067
69,UCF,Football,2025,0,1,12,14,86.47,$20K,84.999
70,Georgia State,Football,2025,0,0,32,34,83.83,$14K,84.896
71,Kansas,Football,2025,0,0,15,16,85.48,$22K,84.852
72,Vanderbilt,Football,2025,0,2,11,13,86.85,$18.9K,84.812
73,Washington State,Football,2025,0,1,34,35,83.51,$11.9K,84.627
74,Tulane,Football,2025,0,0,19,20,84.51,$14.6K,84.509
75,Old Dominion,Football,2025,0,0,29,31,83.31,$12.5K,84.35
76,Arkansas State,Football,2025,0,0,28,28,83.63,$15.7K,84.3
77,UTEP,Football,2025,0,0,31,34,83.09,$13.4K,84.296
78,East Carolina,Football,2025,0,0,22,22,84.07,$17.4K,84.227
79,Toledo,Football,2025,0,0,20,23,83.67,$14.9K,84.219
80,Coastal Carolina,Football,2025,0,0,22,24,83.56,$14.6K,84.146
81,UNLV,Football,2025,0,0,17,18,84.27,$17.8K,84.12
82,San Diego State,Football,2025,0,0,20,21,83.87,$12.9K,84.065
83,Louisiana,Football,2025,0,0,20,20,83.91,$13.2K,83.911
84,Georgia Southern,Football,2025,0,0,22,22,83.51,$13.7K,83.855
85,Eastern Michigan,Football,2025,0,0,22,24,83.21,$15.8K,83.715
86,Texas State,Football,2025,0,0,22,22,83.44,$11.7K,83.642
87,Troy,Football,2025,0,0,16,17,83.98,$17.4K,83.633
88,South Alabama,Football,2025,0,0,17,17,83.94,$12.7K,83.587
89,Louisiana Tech,Football,2025,0,0,24,29,82.62,$15.3K,83.483
90,Purdue,Football,2025,0,1,14,16,84.11,$19K,83.474
91,Wyoming,Football,2025,0,0,27,29,82.56,$12.5K,83.469
92,Fresno State,Football,2025,0,0,20,20,83.4,$13.2K,83.403
93,Liberty,Football,2025,0,1,13,15,84.39,$18.7K,83.39
94,Rice,Football,2025,0,0,21,22,83.04,$12.8K,83.32
95,Northern Illinois,Football,2025,0,0,25,27,82.6,$10.7K,83.298
96,Florida Atlantic,Football,2025,0,0,17,17,83.55,$17.6K,83.201
97,Miami (OH),Football,2025,0,0,20,20,83.11,$13.3K,83.106
98,Utah State,Football,2025,0,0,27,37,81.87,$10.4K,83.047
99,Western Kentucky,Football,2025,0,0,16,23,82.65,$17K,83.046
100,Bowling Green,Football,2025,0,0,22,26,82.41,$14.1K,83.036
101,New Mexico State,Football,2025,0,0,18,23,82.5,$12.3K,83.03
102,Jacksonville State,Football,2025,0,0,18,22,82.61,$14.1K,82.873
103,Nevada,Football,2025,0,0,29,31,82.07,$11.7K,82.814
104,FIU,Football,2025,0,0,21,23,82.45,$13.4K,82.796
105,Middle Tennessee State,Football,2025,0,0,18,21,82.63,$15.7K,82.783
106,Appalachian State,Football,2025,0,0,13,17,83.09,$15.1K,82.743
107,Southern Miss,Football,2025,0,0,15,17,83.09,$11.1K,82.736
108,San Jose State,Football,2025,0,0,16,18,82.79,$15.6K,82.64
109,Buffalo,Football,2025,0,0,18,18,82.75,$11.2K,82.592
110,Connecticut,Football,2025,0,0,14,18,82.75,$15.6K,82.592
111,James Madison,Football,2025,0,0,16,18,82.73,$16.4K,82.579
112,Kent State,Football,2025,0,0,21,21,82.14,$13.8K,82.297
113,Western Michigan,Football,2025,0,0,15,16,82.89,$11.7K,82.255
114,Louisiana-Monroe,Football,2025,0,0,14,14,83.65,$12.3K,82.183
115,UTSA,Football,2025,0,0,13,13,84.2,$15K,82.17
116,Tulsa,Football,2025,0,0,16,20,82.04,$13K,82.042
117,Hawaii,Football,2025,0,0,14,16,82.35,$12K,81.717
118,Colorado State,Football,2025,0,0,13,14,83.1,$13.9K,81.632
119,Temple,Football,2025,0,0,12,14,82.92,$15.5K,81.452
120,Missouri State University,Football,2025,0,0,10,19,81.28,$15.8K,81.246
121,Ball State,Football,2025,0,0,14,17,81.45,$13.4K,81.101
122,North Texas,Football,2025,0,0,12,12,83.69,$77K,80.985
123,New Mexico,Football,2025,0,0,8,23,80.78,$10.1K,80.902
124,Delaware,Football,2025,0,0,9,19,80.94,$15.7K,80.9
125,Ohio,Football,2025,0,0,13,14,82.27,$13.9K,80.804
126,Army,Football,2025,0,0,6,70,80.13,$11.1K,80.516
127,Central Michigan,Football,2025,0,0,14,14,81.92,$13.3K,80.454
128,Marshall,Football,2025,0,0,11,14,81.87,$10.7K,80.396
